,Username,Time,Subject
3391,draknad,"June 4, 2005 9:15PM","2000
323 170 hp, 181 lbft (26,250)
328 193 hp, 206 lbft (30,220)

2001 - 2005
325 184 hp, 175 lbft (29,300)
330 225 hp, 214 lbft (31, 050)

G35 260 hp, 260 lbft (27,646)
TL (3.2) 270 hp, 238 lbft (33,650)
CTS (3.6) 255 hp, 252 lbft (32,440)


2006
325 215 hp, 185 lbft (30,300)
330 255 hp, 220 lbft (36,300)

G35 298 hp, 260 lbft (30,750)
TL (3.2) 270 hp, 238 lbft (33,100)
CTS (3.6) 255 hp, 252 lbft (32,440)
IS (3.5) 300 hp (~30K)

BMW 3's are underpowered, overpriced"
3392,blueguydotcom,"June 4, 2005 9:16PM","BMW has always been way behind in engine power.
But for some reason, everyone seems to ignore the weak engine, overpriced facts.

Obviously you're a bmw hater and you've not really driven one. HP means nothing if the cars don't really compare when driven. How the blazes can a 300 hp G35 not outrun a 330i performance package with its ""weak"" 235 hp engine? For one second step back from your stats and actually experience the two.

Perhaps magazine numbers show BMW's with descent acceleration, but
184 hp, 225hp is still < (300hp or 255hp). but both cost $30,000. I think BMW's have been overhyped, especially by all magazine reviews. Does a BMW really peform/feel better then a more powerful G35?

you may not think so, but you've not driven them apparently. Even people who opt for a G35 will admit the cars have distinctly different personalities.

I don't think so. horsepower is part of performance, and BMW's have been way weak for a long time, that's a fact. if anyone's looked at hp numbers, BMW 3's have been under 200hp for years. (3 years ago, 330 finally made it above 200hp) $30,000 for < 200hp...?? CTS 3.6L 255hp.

The 2001 330i is over 200 hp - 225 to be exact. at that time there wasn't any real competition for the 3 series (IS300 had already floundered). In 2003 the G35 arrived and finally put some heat on the 3 series. The TL's sold well and will continue to without hurting BMW as it's not aimed at the same kinda driver. MB's never been big on power and Audi wasn't all that either. Only over the last 3 years has HP become a big issue (many would point to the G35 as the impetus for this).

Actually drive the cars, then comment on if it makes a difference that Caddy's CTS makes 255 hp or Infiniti's G pulls 298. Once ya drive them you'll see it's not all about the engine numbers. Audi's 3300 lb A3 with automatic (DSG) and a 2 liter 200 hp engine runs 6.2-6.3 0-60 dashes...in 2003 the 260 hp automatic G35 with the 3.5 VQ ran 6.2-6.3 0-60 dashes. Obviously, there's more to acceleration than a big engine."
3393,frisconick,"June 4, 2005 9:37PM","Bought my wife a TL and I love the car, and love how fast it is, now it's time for me to buy my car and I am in a nice delima. I don't want two TLs in the garage, so it's between a G35 coupe, or a BMW M3 or 330Ci. The price of the M3 seems way out of line, but the 330Ci is reasonable as well as the G35, but they are all very different cars. I live near San Francisco and do a lot of freeway driving to the TL makes a lot of sense. The G35 is distinct (BMWs are all over the place) there are not many on the road."
3394,kdshapiro,"June 4, 2005 10:07PM","blueguy is spot on. HP means nothing is the car can't manage it or the torque curve is doesn't support the cars personality.

You should do yourself a favor and take an E90 330 out for a long drive on a windy road. Then come back and say the car is underpowered, overpriced and doesn't handle well.

While I'm not suggesting you automatically like BMW because it's a BMW, doing some research never hurts. For starters here's a first drive review by Edmunds on the new E90 330. The title is: The Next 3 Is Still the One to Beat

http://www.edmunds.com/new/2006/bmw/3series/100530523/roadtestarticle.html?articleId=10467- - 0"
3395,draknad,"June 4, 2005 10:27PM","I'll point to one of your comments.
g35 vs 330.
not direct comparison, but the CTS V and STS V both finish
the Nurburgring faster then BMW's, but yet no one seems to notice,
and still consider BMW's as better performance. Performance means
numbers, that means results at a track.
Where you find G35 outrunning 330? outrunning 0-60 or at a track?
Performance, I'm thinking numbers, not feel.
I think feel, is opinion, and owners usually report ""I like"" the feel of their own cars.
Feel is harder to convert to $ value."
3396,kdshapiro,"June 4, 2005 10:43PM","1. Actually the new upcoming 550 will just about eat the CTS-V/STS-V for lunch. While it's true the CTS-V beat the old 540 at the track. There was never any head to head comparison, only the publicity released by Cadillac.

2. Actually if you ever drove a BMW you would understand why it's very easy to convert feel to $. In addition, you have to pay $$$ to feed that thirsty 3.5L G35 engine."
3397,kasperghost,"June 4, 2005 11:23PM",Conspiracy! All car rags throughout the world are paid off by BMW to shovel schlock to the masses! I new I was missin' something. :P
3398,draknad,"June 4, 2005 11:27PM","G35: 19/26
330i: 19/27
CTS: 17/27

So it doesn't seem gas milage is much a factor for perf sedan car choice."
3399,albanytim,"June 4, 2005 11:27PM","Not sure about where you live, but here in the Northeastern US diesel is too inconvenient. I was driving a rental truck last week in the Philly area and drove by 5 or 6 gas stations before we found one that sold diesel."
3400,draknad,"June 4, 2005 11:33PM","I wonder if there really is a way to find car review vs corporation incentives.
my opinion:
car&driver comparisons:
1: german 2: japan 3: US last place: usually jaguar.
I don't need to read to C&D comparison reviews to know results.
(recent 1-2 yrs, japans swapped with german)

I think car magazine/press reviews effect our perf sedan car choices too much, with too much bias."
3401,kdshapiro,"June 5, 2005 2:08AM","EPA gas mileage estimate testing are out of date. The EPA even says so themselves. I got 33 mpg cruising at 80 mpg on the highway in my 3er.

""I think car magazine/press reviews effect our perf sedan car choices too much, with too much bias.""

They don't effect my choices, as a matter of fact, I can't think of one person who was ever swayed by a review in a magazine. For the most part the test drives speak for themselves.

The reviews are nice to have as tie-breakers.

But you don't like a BMW, well don't get one."
3402,kasperghost,"June 5, 2005 2:28AM","Ever notice why the ratings for all cars are so high over in the consumer reviews no matter what the model or make? People shopped, liked, and bought what they saw and were very happy with it. This to me is a strong indicator that through the rag ""conspiracy,"" quite a few people are not sheep. You prefer power, others balance. Still others prefer the ""xyz.""

A big rating factor that needs to be addressed in this thread is real world usability. Are any of us renting track time? Are we taking these vehicles over 8/10ths? Or have the skill to? Back road driving doesn't count.

I have a Pathfinder with the Q4 engine in it and, although voted one on of the best v6's ever made, it vibrates too much for me and the g35 is worse. That, I think is why BMW is so succesful. They build cars that carve a sweet esse curve, and take the wife to a nice dinner with a quite smooth ride...and haul buttocks. That is huge.

C&D top ten break down
4/10 Domestic
4/10 Japanese
2/10 German
1/10 People who don't like BMW"
3403,blueguydotcom,"June 5, 2005 2:51AM","G35: 19/26
330i: 19/27
CTS: 17/27

Wow, where do you dig up false stats? An e90 330i 6 mt is a 20/30 mpg car. e46 330i 6 mt was a 21/30 mpg car on the sticker.

Heck even with a crummy automatic an e90 330i pulls 21/29:

http://www.bmwusa.com/vehicles/3/2006330isedan/techdata.htm

Maybe you should find a better source for stats...

as KD pointed out, strangely, BMWs when pushed above legal limits get even better MPG. Running an average speed of 87 from SF to San Diego I got over 30 mpg in my e46. Many people simply refuse to believe it. It does fly in the face of physics that a car running 100 mph can get 29-30 mpg. Voodoo again I guess."
